unit,category,label,score,color-label,color-truth,color-activation,color-intersect,color-iou,object-label,object-truth,object-activation,object-intersect,object-iou,part-label,part-truth,part-activation,part-intersect,part-iou,scene-label,scene-truth,scene-activation,scene-intersect,scene-iou,texture-label,texture-truth,texture-activation,texture-intersect,texture-iou
109,texture,chequered,0.021043092322556529,white-c,72511065.0,2103954.0,278905.0,0.0037519448487716212,windowpane,8841352.0,1047170.0,54379.0,0.0055296124939407535,pane,480756.0,356386.0,4517.0,0.0054250112595706345,closet-s,990976.0,630855.0,7223.0,0.0044735316559808948,chequered,1530368.0,206994.0,35806.0,0.021043092322556529
68,texture,zigzagged,0.020659337646238108,black-c,139916835.0,2244808.0,448496.0,0.0031648157527685134,windowpane,8841352.0,983428.0,88108.0,0.0090490878197396398,wheel,1513439.0,447599.0,12322.0,0.0063231379020852706,dining_room-s,5694976.0,654370.0,28528.0,0.0045133398873373667,zigzagged,1618176.0,317483.0,39180.0,0.020659337646238108
8,texture,lined,0.020502308261599562,white-c,72511065.0,2098985.0,284108.0,0.0038224608037931091,car,5354795.0,1172551.0,45415.0,0.0070063997904328199,crosswalk,241792.0,449036.0,4599.0,0.0067018444280262119,building_facade-s,3148544.0,702456.0,31344.0,0.0082059745694376667,lined,1568000.0,223203.0,35986.0,0.020502308261599562
42,texture,zigzagged,0.020125184577268345,pink-c,18491188.0,1889505.0,57282.0,0.00281852293397009,motorbike,1440771.0,758459.0,12984.0,0.0059389474011616256,wheel,1513439.0,427419.0,16221.0,0.0084280828021076181,car_interior-backseat-s,163072.0,351558.0,1982.0,0.0038662005898784341,zigzagged,1618176.0,356971.0,38966.0,0.020125184577268345
61,object,grass,0.019646720863664265,green-c,63326720.0,2326387.0,1097198.0,0.016996089389741224,grass,12961339.0,1601854.0,280606.0,0.019646720863664265,hair,989801.0,597306.0,7338.0,0.0046449829057286221,park-s,1179136.0,798435.0,15316.0,0.0078053056305118348,zigzagged,1618176.0,277263.0,12155.0,0.0064541513653808983
77,texture,striped,0.018682242336039101,orange-c,30348501.0,2746640.0,121249.0,0.0036771212812852058,track,493725.0,1134146.0,11296.0,0.006987612699689158,wheel,1513439.0,441366.0,14702.0,0.0075779481811017249,staircase-s,865536.0,604798.0,8087.0,0.0055305293838865798,striped,2433536.0,446077.0,52811.0,0.018682242336039101
63,texture,zigzagged,0.01754030965826775,black-c,139916835.0,2221359.0,467135.0,0.0032973212969347535,person,14523849.0,942018.0,80612.0,0.0052395621652029821,wheel,1513439.0,465138.0,14161.0,0.0072087582263634584,staircase-s,865536.0,461034.0,4759.0,0.0036003634407642243,zigzagged,1618176.0,302760.0,33113.0,0.01754030965826775
3,texture,zigzagged,0.017310323543027622,red-c,21004512.0,2051684.0,75920.0,0.0033037027057464408,lamp,593361.0,931218.0,18797.0,0.012483214701729733,shade,197478.0,473973.0,6198.0,0.0093167561814828329,building_facade-s,3148544.0,542870.0,15193.0,0.004132776565935508,zigzagged,1618176.0,359577.0,33653.0,0.017310323543027622
71,texture,paisley,0.016930782555500446,grey-c,159331282.0,1750004.0,389239.0,0.0024222667348310026,bicycle,1152271.0,903527.0,9483.0,0.0046341838866450179,wheel,1513439.0,372795.0,11228.0,0.0059882475042746528,throne_room-s,125440.0,467939.0,2482.0,0.004200393638823686,paisley,1555456.0,359565.0,31883.0,0.016930782555500446
55,texture,perforated,0.016652230124733696,yellow-c,34166024.0,2246014.0,113595.0,0.0031294730740930128,painting,2207098.0,1048885.0,32289.0,0.010016149175449034,eye,110350.0,540998.0,7050.0,0.010942141679781714,kitchen-s,9006592.0,646087.0,47627.0,0.0049585364035509647,perforated,1793792.0,264882.0,33720.0,0.016652230124733696
51,object,grass,0.016576943549292619,green-c,63326720.0,2421778.0,960492.0,0.014825151433121742,grass,12961339.0,1270848.0,232079.0,0.016576943549292619,base,72883.0,285272.0,583.0,0.0016304408622599079,pasture-s,852992.0,647127.0,7683.0,0.0051479594434870237,veined,1806336.0,283339.0,15591.0,0.0075170533112448677
38,part,hair,0.016469395880841207,black-c,139916835.0,2497613.0,556779.0,0.0039249129350912995,car,5354795.0,1127192.0,63636.0,0.0099146961579383869,hair,989801.0,667037.0,26845.0,0.016469395880841207,cloister-indoor-s,263424.0,524906.0,2777.0,0.0035350892937841237,paisley,1555456.0,388338.0,29098.0,0.015197190572289283
44,color,white-c,0.01547143076197501,white-c,72511065.0,2362099.0,1140746.0,0.01547143076197501,light,350013.0,1149197.0,20393.0,0.013790076797872895,shade,197478.0,505855.0,7928.0,0.011400550758191267,game_room-s,1367296.0,638251.0,8137.0,0.0040737755393234236,studded,1593088.0,256660.0,17310.0,0.0094464314754441892
114,object,grass,0.015050022713505371,green-c,63326720.0,2296971.0,953974.0,0.014751479428926526,grass,12961339.0,1497875.0,214385.0,0.015050022713505371,pane,480756.0,514757.0,4584.0,0.0046259621022293213,park-s,1179136.0,792685.0,11544.0,0.0058889636515655694,paisley,1555456.0,273112.0,11480.0,0.0063178007889546353
